Температура,Деформация,Время,Напряжение,Напряжение_цикла,Цикл,Угол_град,d_Д,d_В,Скорость_raw,Скорость,log_Время,T_гом,Угол_штрих
28.0,0.0,14.006,44.5255,45,cycle_45,0.0,0.0,0.2330000000000005,0.0,0.0,2.708450121123537,0.3227759914255091,0.0
28.25,0.0,14.239,44.5276,45,cycle_45,0.0,0.0,0.2330000000000005,0.0,0.0,2.723857931307724,0.3230439442658092,0.0
28.25,0.0,14.471,44.524,45,cycle_45,0.0,0.0,0.2319999999999993,0.0,0.0,2.738967303736932,0.3230439442658092,0.0
28.25,0.0,14.704,44.5286,45,cycle_45,0.0,0.0,0.2330000000000005,0.0,0.0,2.75391545697416,0.3230439442658092,0.0
28.25,0.0,14.937,44.5274,45,cycle_45,0.0,0.0,0.2329999999999987,0.0,0.0,2.768643449877497,0.3230439442658092,0.0
28.25,0.0,15.169,44.5277,45,cycle_45,0.0,0.0,0.2320000000000011,0.0,0.0,2.783095828757677,0.3230439442658092,0.0
28.5,0.0,15.402,44.531,45,cycle_45,0.0,0.0,0.2329999999999987,0.0,0.0,2.79740327861422,0.3233118971061093,0.0
28.0,0.0,15.635,44.5246,45,cycle_45,0.0,0.0,0.2330000000000005,0.0,0.0,2.81150890947044,0.3227759914255091,0.0
28.25,0.0,15.867,44.5248,45,cycle_45,0.0,0.0,0.2320000000000011,0.0,0.0,2.8253590502758774,0.3230439442658092,0.0
28.25,0.0,16.1,44.5213,45,cycle_45,0.0,0.0,0.2330000000000005,0.0,0.0,2.8390784635086144,0.3230439442658092,0.0
28.25,0.0,16.333,44.5249,45,cycle_45,0.0,0.0,0.232999999999997,0.0,0.0,2.8526121989591733,0.3230439442658092,0.0
28.0,0.0,16.565,44.5212,45,cycle_45,0.0,0.0,0.2320000000000028,0.0,0.0,2.8659082857177904,0.3227759914255091,0.0
28.5,0.0,16.798,44.5242,45,cycle_45,0.0,0.0,0.232999999999997,0.0,0.0,2.8790860914346705,0.3233118971061093,0.0
28.0,0.0,17.031,44.5241,45,cycle_45,0.0,0.0,0.2330000000000005,0.0,0.0,2.892092498794231,0.3227759914255091,0.0
27.5,0.0,17.263,44.5263,45,cycle_45,0.0,0.0,0.2320000000000028,0.0,0.0,2.904877155209905,0.3222400857449088,0.0
28.25,0.0,17.496,44.5241,45,cycle_45,0.0,0.0,0.232999999999997,0.0,0.0,2.917554492489967,0.3230439442658092,0.0
28.25,0.0,17.729,44.5261,45,cycle_45,0.0,0.0,0.2330000000000005,0.0,0.0,2.9300731247477168,0.3230439442658092,0.0
27.75,0.0,17.961,44.5224,45,cycle_45,0.0,0.0,0.2319999999999993,0.0,0.0,2.9423842380520666,0.322508038585209,0.0
28.25,0.0,18.194,44.5243,45,cycle_45,0.0,0.0,0.2330000000000005,0.0,0.0,2.954597730195436,0.3230439442658092,0.0
28.25,0.0,18.427,44.5235,45,cycle_45,0.0,0.0,0.2330000000000005,0.0,0.0,2.9666638510566434,0.3230439442658092,0.0
28.0,0.0,18.659,44.5212,45,cycle_45,0.0,0.0,0.2319999999999993,0.0,0.0,2.978535248725469,0.3227759914255091,0.0
27.75,0.0,18.892,44.5228,45,cycle_45,0.0,0.0,0.2330000000000005,0.0,0.0,2.990317640852492,0.322508038585209,0.0
28.5,0.0,19.125,44.5242,45,cycle_45,0.0,0.0,0.2330000000000005,0.0,0.0,3.001962823304627,0.3233118971061093,0.0
28.0,0.0,19.357,44.5243,45,cycle_45,0.0,0.0,0.2319999999999993,0.0,0.0,3.013424833084909,0.3227759914255091,0.0
28.25,0.0,19.59,44.5198,45,cycle_45,0.0,0.0,0.2330000000000005,0.0,0.0,3.0248055210396982,0.3230439442658092,0.0
28.25,0.0,19.823,44.5217,45,cycle_45,0.0,0.0,0.2330000000000005,0.0,0.0,3.036058145025556,0.3230439442658092,0.0
28.5,0.0,20.055,44.5152,45,cycle_45,0.0,0.0,0.2319999999999993,0.0,0.0,3.0471380616138912,0.3233118971061093,0.0
27.75,0.0,20.288,44.5218,45,cycle_45,0.0,0.0,0.2330000000000005,0.0,0.0,3.058143533675388,0.322508038585209,0.0
28.25,0.0,20.521,44.5227,45,cycle_45,0.0,0.0,0.2330000000000005,0.0,0.0,3.069029202615448,0.3230439442658092,0.0
