Температура,Деформация,Время,Напряжение,Угол_град,d_Деформация,d_Время,Скорость_деф
139.0,0.0,221.793,44.5155,0.0,0.0,0.2330000000000041,0.0
138.25,0.0,222.026,44.5175,0.0,0.0,0.2330000000000041,0.0
138.5,0.0,222.258,44.5148,0.0,0.0,0.23199999999999932,0.0
138.75,0.0,222.491,44.5115,0.0,0.0,0.2330000000000041,0.0
138.75,0.0,222.724,44.5106,0.0,0.0,0.23299999999997567,0.0
139.25,0.0,222.956,44.5157,0.0,0.0,0.23199999999999932,0.0
139.25,0.0,223.189,44.5165,0.0,0.0,0.2330000000000041,0.0
139.25,0.0,223.422,44.514,0.0,0.0,0.2330000000000041,0.0
139.5,0.0,223.654,44.5159,0.0,0.0,0.23199999999999932,0.0
139.5,0.0,223.887,44.5173,0.0,0.0,0.2330000000000041,0.0
140.0,0.0,224.12,44.5136,0.0,0.0,0.2330000000000041,0.0
140.0,0.0,224.352,44.5125,0.0,0.0,0.23199999999999932,0.0
140.0,0.0,224.585,44.5169,0.0,0.0,0.2330000000000041,0.0
139.75,0.0,224.818,44.5139,0.0,0.0,0.2330000000000041,0.0
140.0,0.0,225.05,44.5113,0.0,0.0,0.23199999999999932,0.0
140.25,0.0,225.283,44.5119,0.0,0.0,0.23299999999997567,0.0
140.25,0.0,225.516,44.5136,0.0,0.0,0.2330000000000041,0.0
140.5,0.0,225.748,44.5144,0.0,0.0,0.23199999999999932,0.0
140.25,0.0,225.981,44.511,0.0,0.0,0.2330000000000041,0.0
140.75,0.0,226.214,44.5131,0.0,0.0,0.2330000000000041,0.0
141.0,0.0,226.446,44.5151,0.0,0.0,0.23199999999999932,0.0
140.75,0.0,226.679,44.5124,0.0,0.0,0.2330000000000041,0.0
141.25,0.0,226.912,44.5121,0.0,0.0,0.2330000000000041,0.0
141.25,0.0,227.144,44.5187,0.0,0.0,0.23199999999999932,0.0
141.0,0.0,227.377,44.5138,0.0,0.0,0.2330000000000041,0.0
141.25,0.0,227.61,44.5127,0.0,0.0,0.2330000000000041,0.0
141.25,0.0,227.842,44.5155,0.0,0.0,0.23199999999999932,0.0
141.75,0.0,228.075,44.5104,0.0,0.0,0.23299999999997567,0.0
141.75,0.0,228.308,44.5161,0.0,0.0,0.2330000000000041,0.0
141.75,0.0,228.54,44.5157,0.0,0.0,0.23199999999999932,0.0
142.0,0.0,228.773,44.5132,0.0,0.0,0.2330000000000041,0.0
142.0,0.0,229.006,44.515,0.0,0.0,0.2330000000000041,0.0
142.25,0.0,229.238,44.5156,0.0,0.0,0.23199999999999932,0.0
142.0,0.0,229.471,44.515,0.0,0.0,0.2330000000000041,0.0
142.25,0.0,229.704,44.5115,0.0,0.0,0.2330000000000041,0.0
142.0,0.0,229.936,44.5169,0.0,0.0,0.23199999999999932,0.0
142.5,0.0,230.169,44.5185,0.0,0.0,0.2330000000000041,0.0
142.25,0.0,230.402,44.5147,0.0,0.0,0.23299999999997567,0.0
142.5,0.0,230.634,44.5147,0.0,0.0,0.23199999999999932,0.0
141.75,0.0,230.867,44.5168,0.0,0.0,0.2330000000000041,0.0
142.5,0.0,231.1,44.5123,0.0,0.0,0.2330000000000041,0.0
142.5,0.0,231.332,44.518,0.0,0.0,0.23199999999999932,0.0
142.75,0.0,231.565,44.5157,0.0,0.0,0.2330000000000041,0.0
143.0,0.0,231.808,44.5185,0.0,0.0,0.242999999999995,0.0
143.0,0.0,232.041,44.5171,0.0,0.0,0.2330000000000041,0.0
142.5,0.0,232.274,44.5175,0.0,0.0,0.2330000000000041,0.0
143.0,0.0,232.506,44.5127,0.0,0.0,0.23199999999999932,0.0
143.25,0.0,232.739,44.5184,0.0,0.0,0.2330000000000041,0.0
143.0,0.0,232.972,44.517,0.0,0.0,0.2330000000000041,0.0
143.5,0.0,233.204,44.5155,0.0,0.0,0.23199999999999932,0.0
143.5,0.0,233.437,44.5101,0.0,0.0,0.2330000000000041,0.0
143.25,0.0,233.67,44.5131,0.0,0.0,0.23299999999997567,0.0
143.0,0.0,233.902,44.5154,0.0,0.0,0.23199999999999932,0.0
143.5,0.0,234.135,44.5131,0.0,0.0,0.2330000000000041,0.0
143.25,0.0,234.368,44.5184,0.0,0.0,0.2330000000000041,0.0
143.75,0.0,234.6,44.5152,0.0,0.0,0.23199999999999932,0.0
143.5,0.0,234.833,44.5141,0.0,0.0,0.2330000000000041,0.0
144.0,0.0,235.066,44.5177,0.0,0.0,0.2330000000000041,0.0
144.0,0.0,235.298,44.5129,0.0,0.0,0.23199999999999932,0.0
143.75,0.0,235.531,44.5161,0.0,0.0,0.2330000000000041,0.0
144.0,0.0,235.764,44.5167,0.0,0.0,0.2330000000000041,0.0
144.5,0.0,235.996,44.5112,0.0,0.0,0.23199999999999932,0.0
144.5,0.0,236.229,44.5139,0.0,0.0,0.2330000000000041,0.0
144.0,0.0,236.462,44.5104,0.0,0.0,0.23299999999997567,0.0
144.25,0.0,236.694,44.5126,0.0,0.0,0.23199999999999932,0.0
144.25,0.0,236.927,44.5134,0.0,0.0,0.2330000000000041,0.0
145.0,0.0,237.16,44.5129,0.0,0.0,0.2330000000000041,0.0
145.0,0.0,237.392,44.5158,0.0,0.0,0.23199999999999932,0.0
144.75,0.0,237.625,44.5201,0.0,0.0,0.2330000000000041,0.0
145.0,0.0,237.858,44.5129,0.0,0.0,0.2330000000000041,0.0
145.25,0.0,238.09,44.5139,0.0,0.0,0.23199999999999932,0.0
145.0,0.0,238.323,44.516,0.0,0.0,0.2330000000000041,0.0
145.5,0.0,238.556,44.5173,0.0,0.0,0.2330000000000041,0.0
145.25,0.0,238.788,44.5104,0.0,0.0,0.23199999999999932,0.0
145.75,0.0,239.021,44.5133,0.0,0.0,0.23299999999997567,0.0
145.75,0.0,239.254,44.5122,0.0,0.0,0.2330000000000041,0.0
145.75,0.0,239.486,44.5156,0.0,0.0,0.23199999999999932,0.0
145.5,0.0,239.729,44.5123,0.0,0.0,0.24300000000002342,0.0
146.0,0.0,239.962,44.5132,0.0,0.0,0.23299999999997567,0.0
146.0,0.0,240.195,44.5139,0.0,0.0,0.2330000000000041,0.0
146.25,0.0,240.427,44.5139,0.0,0.0,0.23199999999999932,0.0
145.75,0.0,240.66,44.5182,0.0,0.0,0.2330000000000041,0.0
146.5,0.0,240.893,44.5167,0.0,0.0,0.2330000000000041,0.0
146.25,0.0,241.125,44.5144,0.0,0.0,0.23199999999999932,0.0
146.75,0.0,241.358,44.5109,0.0,0.0,0.2330000000000041,0.0
146.75,0.0,241.591,44.5166,0.0,0.0,0.2330000000000041,0.0
147.0,0.0,241.823,44.5179,0.0,0.0,0.23199999999999932,0.0
147.25,0.0,242.056,44.511,0.0,0.0,0.2330000000000041,0.0
146.75,0.0,242.289,44.5114,0.0,0.0,0.23299999999997567,0.0
147.0,0.0,242.521,44.5173,0.0,0.0,0.23199999999999932,0.0
147.0,0.0,242.754,44.5119,0.0,0.0,0.2330000000000041,0.0
147.25,0.0,242.987,44.5175,0.0,0.0,0.2330000000000041,0.0
147.25,0.0,243.219,44.5171,0.0,0.0,0.23199999999999932,0.0
148.0,0.0,243.461,44.5116,0.0,0.0,0.24200000000001864,0.0
147.5,0.0,243.694,44.5112,0.0,0.0,0.23299999999997567,0.0
148.25,0.0,243.927,44.5114,0.0,0.0,0.2330000000000041,0.0
147.75,0.0,244.159,44.513,0.0,0.0,0.23199999999999932,0.0
147.75,0.0,244.392,44.5132,0.0,0.0,0.2330000000000041,0.0
147.25,0.0,244.625,44.5116,0.0,0.0,0.2330000000000041,0.0
147.5,0.0,244.857,44.5126,0.0,0.0,0.23199999999999932,0.0
148.5,0.0,245.09,44.5157,0.0,0.0,0.2330000000000041,0.0
148.5,0.0,245.323,44.5176,0.0,0.0,0.2330000000000041,0.0
148.25,0.0,245.555,44.5129,0.0,0.0,0.23199999999999932,0.0
148.5,0.0,245.788,44.5124,0.0,0.0,0.2330000000000041,0.0
149.0,0.0,246.021,44.5116,0.0,0.0,0.23299999999997567,0.0
149.0,0.0,246.253,44.5095,0.0,0.0,0.23199999999999932,0.0
149.75,0.0,246.495,44.516,0.0,0.0,0.24200000000001864,0.0
150.0,0.0,246.728,44.517,0.0,0.0,0.2330000000000041,0.0
150.0,0.0,246.961,44.5095,0.0,0.0,0.2330000000000041,0.0
150.5,0.0,247.193,44.5113,0.0,0.0,0.23199999999999932,0.0
150.25,0.0,247.426,44.5084,0.0,0.0,0.23299999999997567,0.0
150.25,0.0,247.659,44.519,0.0,0.0,0.2330000000000041,0.0
150.5,0.0,247.891,44.5128,0.0,0.0,0.23199999999999932,0.0
150.0,0.0,248.124,44.5136,0.0,0.0,0.2330000000000041,0.0
150.5,0.0,248.357,44.5182,0.0,0.0,0.2330000000000041,0.0
150.5,0.0,248.589,44.5142,0.0,0.0,0.23199999999999932,0.0
150.75,0.0,248.822,44.5139,0.0,0.0,0.2330000000000041,0.0
150.5,0.0,249.055,44.511,0.0,0.0,0.2330000000000041,0.0
151.0,0.0,249.29,44.5093,0.0,0.0,0.23499999999998522,0.0
150.75,0.0,249.525,44.5158,0.0,0.0,0.23500000000001364,0.0
151.5,0.0,249.757,44.5136,0.0,0.0,0.23199999999999932,0.0
151.25,0.0,249.99,44.5151,0.0,0.0,0.2330000000000041,0.0
152.75,0.0,250.223,44.5155,0.0,0.0,0.2330000000000041,0.0
151.75,0.0,250.455,44.5124,0.0,0.0,0.23199999999999932,0.0
151.0,0.0,250.688,44.5161,0.0,0.0,0.23299999999997567,0.0
151.5,0.0,250.921,44.5161,0.0,0.0,0.2330000000000041,0.0
151.25,0.0,251.153,44.5105,0.0,0.0,0.23199999999999932,0.0
151.25,0.0,251.386,44.5121,0.0,0.0,0.2330000000000041,0.0
150.75,0.0,251.619,44.5131,0.0,0.0,0.2330000000000041,0.0
151.0,0.0,251.851,44.5165,0.0,0.0,0.23199999999999932,0.0
151.25,0.0,252.084,44.5086,0.0,0.0,0.2330000000000041,0.0
151.25,0.0,252.317,44.5121,0.0,0.0,0.2330000000000041,0.0
151.25,0.0,252.549,44.5125,0.0,0.0,0.23199999999999932,0.0
151.75,0.0,252.782,44.518,0.0,0.0,0.2330000000000041,0.0
151.75,0.0,253.015,44.5122,0.0,0.0,0.23299999999997567,0.0
152.0,0.0,253.247,44.5112,0.0,0.0,0.23200000000002774,0.0
151.75,0.0,253.48,44.513,0.0,0.0,0.23299999999997567,0.0
151.75,0.0,253.713,44.5144,0.0,0.0,0.2330000000000041,0.0
152.25,0.0,253.945,44.5104,0.0,0.0,0.23199999999999932,0.0
152.5,0.0,254.178,44.5117,0.0,0.0,0.2330000000000041,0.0
152.75,0.0,254.411,44.5123,0.0,0.0,0.2330000000000041,0.0
152.5,0.0,254.643,44.5169,0.0,0.0,0.23199999999999932,0.0
152.75,0.0,254.876,44.5122,0.0,0.0,0.2330000000000041,0.0
152.5,0.0,255.109,44.5154,0.0,0.0,0.2330000000000041,0.0
152.75,0.0,255.341,44.514,0.0,0.0,0.23199999999999932,0.0
153.0,0.0,255.574,44.5141,0.0,0.0,0.2330000000000041,0.0
152.5,0.0,255.807,44.5131,0.0,0.0,0.23299999999997567,0.0
152.75,0.0,256.039,44.5114,0.0,0.0,0.23199999999999932,0.0
152.5,0.0,256.272,44.5086,0.0,0.0,0.2330000000000041,0.0
153.25,0.0,256.505,44.5138,0.0,0.0,0.2330000000000041,0.0
153.25,0.0,256.737,44.512,0.0,0.0,0.23200000000002774,0.0
153.0,0.0,256.97,44.5151,0.0,0.0,0.2330000000000041,0.0
153.0,0.0,257.203,44.5141,0.0,0.0,0.23299999999994725,0.0
153.5,0.0,257.435,44.5136,0.0,0.0,0.23200000000002774,0.0
153.5,0.0,257.668,44.5166,0.0,0.0,0.2330000000000041,0.0
153.5,0.0,257.901,44.5104,0.0,0.0,0.2330000000000041,0.0
153.75,0.0,258.133,44.5176,0.0,0.0,0.2319999999999709,0.0
153.75,0.0,258.366,44.5172,0.0,0.0,0.2330000000000041,0.0
154.0,0.0,258.599,44.5122,0.0,0.0,0.2330000000000041,0.0
153.75,0.0,258.831,44.5129,0.0,0.0,0.23200000000002774,0.0
153.5,0.0,259.064,44.5071,0.0,0.0,0.2330000000000041,0.0
154.25,0.0,259.297,44.5137,0.0,0.0,0.2330000000000041,0.0
154.25,0.0,259.529,44.5106,0.0,0.0,0.2319999999999709,0.0
154.25,0.0,259.762,44.5146,0.0,0.0,0.2330000000000041,0.0
154.5,0.0,259.995,44.5094,0.0,0.0,0.2330000000000041,0.0
154.0,0.0,260.227,44.5162,0.0,0.0,0.2319999999999709,0.0
154.25,0.0,260.46,44.5187,0.0,0.0,0.2330000000000041,0.0
155.0,0.0,260.693,44.5138,0.0,0.0,0.2330000000000041,0.0
154.5,0.0,260.925,44.5109,0.0,0.0,0.23200000000002774,0.0
155.25,0.0,261.158,44.5143,0.0,0.0,0.2330000000000041,0.0
155.25,0.0,261.391,44.5135,0.0,0.0,0.2330000000000041,0.0
155.25,0.0,261.623,44.5155,0.0,0.0,0.2319999999999709,0.0
155.0,0.0,261.856,44.513,0.0,0.0,0.2330000000000041,0.0
155.5,0.0,262.089,44.5144,0.0,0.0,0.2330000000000041,0.0
155.5,0.0,262.321,44.5114,0.0,0.0,0.23200000000002774,0.0
155.5,0.0,262.554,44.5148,0.0,0.0,0.23299999999994725,0.0
155.75,0.0,262.787,44.508,0.0,0.0,0.2330000000000041,0.0
156.0,0.0,263.019,44.5194,0.0,0.0,0.23200000000002774,0.0
156.25,0.0,263.266,44.5106,0.0,0.0,0.2470000000000141,0.0
156.5,0.0,263.499,44.5153,0.0,0.0,0.2330000000000041,0.0
156.25,0.0,263.732,44.5126,0.0,0.0,0.2330000000000041,0.0
156.75,0.0,263.964,44.5125,0.0,0.0,0.2319999999999709,0.0
157.25,0.0,264.197,44.5133,0.0,0.0,0.2330000000000041,0.0
157.5,0.0,264.43,44.5163,0.0,0.0,0.2330000000000041,0.0
157.75,0.0,264.662,44.5138,0.0,0.0,0.2319999999999709,0.0
157.75,0.0,264.895,44.5147,0.0,0.0,0.2330000000000041,0.0
157.75,0.0,265.128,44.5134,0.0,0.0,0.2330000000000041,0.0
158.25,0.0,265.36,44.5134,0.0,0.0,0.23200000000002774,0.0
158.5,0.0,265.593,44.516,0.0,0.0,0.2330000000000041,0.0
158.75,0.0,265.826,44.5118,0.0,0.0,0.2330000000000041,0.0
158.75,0.0,266.058,44.5129,0.0,0.0,0.2319999999999709,0.0
159.25,0.0,266.291,44.5134,0.0,0.0,0.2330000000000041,0.0
159.5,0.0,266.524,44.5084,0.0,0.0,0.2330000000000041,0.0
159.25,0.0,266.756,44.5121,0.0,0.0,0.2319999999999709,0.0
159.5,0.0,266.989,44.5101,0.0,0.0,0.2330000000000041,0.0
159.75,0.0,267.222,44.515,0.0,0.0,0.2330000000000041,0.0
159.5,0.0,267.454,44.5165,0.0,0.0,0.23200000000002774,0.0
159.5,0.0,267.687,44.5105,0.0,0.0,0.2330000000000041,0.0
160.25,0.0,267.92,44.5142,0.0,0.0,0.2330000000000041,0.0
160.25,0.0,268.152,44.5122,0.0,0.0,0.2319999999999709,0.0
160.25,0.0,268.385,44.5172,0.0,0.0,0.2330000000000041,0.0
160.25,0.0,268.618,44.5156,0.0,0.0,0.2330000000000041,0.0
160.5,0.0,268.85,44.5111,0.0,0.0,0.23200000000002774,0.0
160.5,0.0,269.083,44.5134,0.0,0.0,0.2330000000000041,0.0
161.0,0.0,269.316,44.5041,0.0,0.0,0.23299999999994725,0.0
161.0,0.0,269.548,44.5143,0.0,0.0,0.23200000000002774,0.0
161.25,0.0,269.788,44.5115,0.0,0.0,0.2400000000000091,0.0
161.25,0.0,270.021,44.5119,0.0,0.0,0.2330000000000041,0.0
161.75,0.0,270.254,44.509,0.0,0.0,0.2330000000000041,0.0
161.75,0.0,270.486,44.5195,0.0,0.0,0.2319999999999709,0.0
161.75,0.0,270.719,44.5123,0.0,0.0,0.2330000000000041,0.0
161.75,0.0,270.952,44.5097,0.0,0.0,0.2330000000000041,0.0
161.75,0.0,271.184,44.5143,0.0,0.0,0.23200000000002774,0.0
162.5,0.0,271.417,44.5074,0.0,0.0,0.23299999999994725,0.0
162.0,0.0,271.65,44.5132,0.0,0.0,0.2330000000000041,0.0
162.75,0.0,271.882,44.5131,0.0,0.0,0.23200000000002774,0.0
162.75,0.0,272.115,44.5083,0.0,0.0,0.2330000000000041,0.0
162.5,0.0,272.348,44.5108,0.0,0.0,0.2330000000000041,0.0
162.75,0.0,272.58,44.5181,0.0,0.0,0.2319999999999709,0.0
162.5,0.0,272.813,44.5126,0.0,0.0,0.2330000000000041,0.0
162.75,0.0,273.046,44.5161,0.0,0.0,0.2330000000000041,0.0
163.0,0.0,273.278,44.5133,0.0,0.0,0.23200000000002774,0.0
163.5,0.0,273.511,44.5126,0.0,0.0,0.2330000000000041,0.0
163.5,0.0,273.744,44.5144,0.0,0.0,0.2330000000000041,0.0
163.25,0.0,273.976,44.5118,0.0,0.0,0.2319999999999709,0.0
163.75,0.0,274.209,44.5132,0.0,0.0,0.2330000000000041,0.0
163.75,0.0,274.442,44.5083,0.0,0.0,0.2330000000000041,0.0
164.0,0.0,274.674,44.5123,0.0,0.0,0.2319999999999709,0.0
164.25,0.0,274.907,44.513,0.0,0.0,0.2330000000000041,0.0
164.0,0.0,275.149,44.5136,0.0,0.0,0.24200000000001864,0.0
164.25,0.0,275.382,44.512,0.0,0.0,0.2330000000000041,0.0
164.5,0.0,275.615,44.5103,0.0,0.0,0.2330000000000041,0.0
165.0,0.0,275.847,44.5131,0.0,0.0,0.2319999999999709,0.0
164.75,0.0,276.08,44.5105,0.0,0.0,0.2330000000000041,0.0
165.25,0.0,276.313,44.5093,0.0,0.0,0.2330000000000041,0.0
165.0,0.0,276.545,44.5143,0.0,0.0,0.23200000000002774,0.0
165.25,0.0,276.778,44.5114,0.0,0.0,0.2330000000000041,0.0
165.25,0.0,277.011,44.5068,0.0,0.0,0.2330000000000041,0.0
165.5,0.0,277.243,44.5097,0.0,0.0,0.2319999999999709,0.0
165.25,0.0,277.476,44.5093,0.0,0.0,0.2330000000000041,0.0
165.75,0.0,277.709,44.5128,0.0,0.0,0.2330000000000041,0.0
166.0,0.0,277.941,44.5148,0.0,0.0,0.2319999999999709,0.0
166.0,0.0,278.174,44.5147,0.0,0.0,0.2330000000000041,0.0
166.25,0.0,278.407,44.5105,0.0,0.0,0.2330000000000041,0.0
166.5,0.0,278.639,44.5116,0.0,0.0,0.23200000000002774,0.0
166.25,0.0,278.872,44.5141,0.0,0.0,0.2330000000000041,0.0
166.0,0.0,279.105,44.5122,0.0,0.0,0.2330000000000041,0.0
166.5,0.0,279.337,44.5161,0.0,0.0,0.2319999999999709,0.0
166.25,0.0,279.57,44.5094,0.0,0.0,0.2330000000000041,0.0
167.0,0.0,279.803,44.5103,0.0,0.0,0.2330000000000041,0.0
167.25,0.0,280.035,44.5166,0.0,0.0,0.23200000000002774,0.0
167.5,0.0,280.268,44.5112,0.0,0.0,0.23299999999994725,0.0
167.5,0.0,280.501,44.5141,0.0,0.0,0.2330000000000041,0.0
167.25,0.0,280.733,44.5116,0.0,0.0,0.23200000000002774,0.0
167.75,0.0,280.966,44.5178,0.0,0.0,0.2330000000000041,0.0
167.5,0.0,281.199,44.5126,0.0,0.0,0.2330000000000041,0.0
168.0,0.0,281.431,44.5146,0.0,0.0,0.2319999999999709,0.0
167.75,0.0,281.664,44.5068,0.0,0.0,0.2330000000000041,0.0
168.5,0.0,281.897,44.5143,0.0,0.0,0.2330000000000041,0.0
168.0,0.0,282.129,44.5059,0.0,0.0,0.23200000000002774,0.0
168.5,0.0,282.362,44.5122,0.0,0.0,0.2330000000000041,0.0
168.5,0.0,282.595,44.5093,0.0,0.0,0.2330000000000041,0.0
169.0,0.0,282.827,44.5118,0.0,0.0,0.2319999999999709,0.0
168.75,0.0,283.06,44.5129,0.0,0.0,0.2330000000000041,0.0
168.75,0.0,283.293,44.5139,0.0,0.0,0.2330000000000041,0.0
169.25,0.0,283.525,44.5121,0.0,0.0,0.2319999999999709,0.0
169.25,0.0,283.758,44.5127,0.0,0.0,0.2330000000000041,0.0
169.0,0.0,283.991,44.513,0.0,0.0,0.2330000000000041,0.0
169.5,0.0,284.223,44.5168,0.0,0.0,0.23200000000002774,0.0
169.5,0.0,284.456,44.5188,0.0,0.0,0.2330000000000041,0.0
169.75,0.0,284.689,44.516,0.0,0.0,0.2330000000000041,0.0
169.25,0.0,284.921,44.5092,0.0,0.0,0.2319999999999709,0.0
169.75,0.0,285.154,44.5106,0.0,0.0,0.2330000000000041,0.0
169.5,0.0,285.387,44.5129,0.0,0.0,0.2330000000000041,0.0
170.0,0.0,285.619,44.5108,0.0,0.0,0.23200000000002774,0.0
170.25,0.0,285.852,44.5124,0.0,0.0,0.23299999999994725,0.0
170.0,0.0,286.085,44.514,0.0,0.0,0.2330000000000041,0.0
170.5,0.0,286.317,44.5161,0.0,0.0,0.23200000000002774,0.0
169.75,0.0,286.558,44.5163,0.0,0.0,0.24099999999998545,0.0
170.75,0.0,286.791,44.5078,0.0,0.0,0.2330000000000041,0.0
170.75,0.0,287.024,44.513,0.0,0.0,0.2330000000000041,0.0
171.0,0.0,287.256,44.513,0.0,0.0,0.2319999999999709,0.0
171.25,0.0,287.489,44.5069,0.0,0.0,0.2330000000000041,0.0
171.25,0.0,287.73,44.514,0.0,0.0,0.2410000000000423,0.0
171.25,0.0,287.963,44.512,0.0,0.0,0.2330000000000041,0.0
171.0,0.0,288.196,44.5093,0.0,0.0,0.2330000000000041,0.0
170.75,0.0,288.428,44.5083,0.0,0.0,0.2319999999999709,0.0
171.0,0.0,288.661,44.512,0.0,0.0,0.2330000000000041,0.0
171.75,0.0,288.894,44.5126,0.0,0.0,0.2330000000000041,0.0
172.0,0.0,289.126,44.5129,0.0,0.0,0.2319999999999709,0.0
172.0,0.0,289.359,44.5167,0.0,0.0,0.2330000000000041,0.0
171.75,0.0,289.592,44.516,0.0,0.0,0.2330000000000041,0.0
171.5,0.0,289.832,44.5176,0.0,0.0,0.2400000000000091,0.0
172.0,0.0,290.065,44.5148,0.0,0.0,0.2330000000000041,0.0
172.25,0.0,290.298,44.5121,0.0,0.0,0.2330000000000041,0.0
172.25,0.0,290.53,44.5134,0.0,0.0,0.2319999999999709,0.0
172.25,0.0,290.763,44.515,0.0,0.0,0.2330000000000041,0.0
172.5,0.0,290.996,44.5076,0.0,0.0,0.2330000000000041,0.0
172.0,0.0,291.228,44.5155,0.0,0.0,0.23200000000002774,0.0
171.75,0.0,291.461,44.5109,0.0,0.0,0.2330000000000041,0.0
172.0,0.0,291.704,44.5141,0.0,0.0,0.242999999999995,0.0
172.25,0.0,291.937,44.5116,0.0,0.0,0.2330000000000041,0.0
172.0,0.0,292.17,44.5111,0.0,0.0,0.2330000000000041,0.0
172.5,0.0,292.402,44.5141,0.0,0.0,0.2319999999999709,0.0
172.0,0.0,292.635,44.5127,0.0,0.0,0.2330000000000041,0.0
172.0,0.0,292.868,44.5153,0.0,0.0,0.2330000000000041,0.0
172.25,0.0,293.1,44.512,0.0,0.0,0.23200000000002774,0.0
172.75,0.0,293.333,44.5144,0.0,0.0,0.2330000000000041,0.0
172.75,0.0,293.566,44.512,0.0,0.0,0.23299999999994725,0.0
172.75,0.0,293.798,44.5105,0.0,0.0,0.23200000000002774,0.0
173.0,0.0,294.031,44.5147,0.0,0.0,0.2330000000000041,0.0
173.25,0.0,294.264,44.5105,0.0,0.0,0.2330000000000041,0.0
173.0,0.0,294.496,44.5127,0.0,0.0,0.2319999999999709,0.0
173.25,0.0,294.729,44.5094,0.0,0.0,0.2330000000000041,0.0
173.5,0.0,294.962,44.5187,0.0,0.0,0.2330000000000041,0.0
173.75,0.0,295.194,44.5079,0.0,0.0,0.23200000000002774,0.0
173.25,0.0,295.427,44.511,0.0,0.0,0.2330000000000041,0.0
173.75,0.0,295.66,44.5132,0.0,0.0,0.2330000000000041,0.0
173.25,0.0,295.892,44.5121,0.0,0.0,0.2319999999999709,0.0
173.5,0.0,296.125,44.5091,0.0,0.0,0.2330000000000041,0.0
173.5,0.0,296.358,44.5089,0.0,0.0,0.2330000000000041,0.0
173.5,0.0,296.59,44.5108,0.0,0.0,0.2319999999999709,0.0
174.0,0.0,296.823,44.5115,0.0,0.0,0.2330000000000041,0.0
174.25,0.0,297.056,44.5141,0.0,0.0,0.2330000000000041,0.0
174.25,0.0,297.288,44.5121,0.0,0.0,0.23200000000002774,0.0
174.25,0.0,297.521,44.5095,0.0,0.0,0.2330000000000041,0.0
174.75,0.0,297.754,44.5117,0.0,0.0,0.2330000000000041,0.0
174.25,0.0,297.986,44.5107,0.0,0.0,0.2319999999999709,0.0
175.0,0.0,298.219,44.5123,0.0,0.0,0.2330000000000041,0.0
175.25,0.0,298.452,44.5139,0.0,0.0,0.2330000000000041,0.0
174.75,0.0,298.684,44.5136,0.0,0.0,0.23200000000002774,0.0
175.25,0.0,298.917,44.5116,0.0,0.0,0.23299999999994725,0.0
175.5,0.0,299.15,44.5085,0.0,0.0,0.2330000000000041,0.0
175.75,0.0,299.382,44.5133,0.0,0.0,0.23200000000002774,0.0
175.75,0.0,299.615,44.5112,0.0,0.0,0.2330000000000041,0.0
175.5,0.0,299.848,44.5163,0.0,0.0,0.2330000000000041,0.0
175.75,0.0,300.08,44.5108,0.0,0.0,0.2319999999999709,0.0
175.75,0.0,300.313,44.5122,0.0,0.0,0.2330000000000041,0.0
176.25,0.0,300.546,44.5149,0.0,0.0,0.2330000000000041,0.0
176.25,0.0,300.778,44.5154,0.0,0.0,0.23200000000002774,0.0
176.5,0.0,301.011,44.5197,0.0,0.0,0.2330000000000041,0.0
176.0,0.0,301.244,44.5107,0.0,0.0,0.2330000000000041,0.0
176.25,0.0,301.476,44.5126,0.0,0.0,0.2319999999999709,0.0
176.5,0.0,301.709,44.5114,0.0,0.0,0.2330000000000041,0.0
176.25,0.0,301.942,44.5086,0.0,0.0,0.2330000000000041,0.0
177.0,0.0,302.174,44.5124,0.0,0.0,0.2319999999999709,0.0
176.75,0.0,302.407,44.5076,0.0,0.0,0.2330000000000041,0.0
177.25,0.0,302.64,44.5089,0.0,0.0,0.2330000000000041,0.0
177.25,0.0,302.872,44.5128,0.0,0.0,0.23200000000002774,0.0
176.75,0.0,303.105,44.5125,0.0,0.0,0.2330000000000041,0.0
177.75,0.0,303.338,44.5136,0.0,0.0,0.2330000000000041,0.0
178.0,0.0,303.57,44.5124,0.0,0.0,0.2319999999999709,0.0
178.0,0.0,303.803,44.5097,0.0,0.0,0.2330000000000041,0.0
178.75,0.0,304.036,44.5155,0.0,0.0,0.2330000000000041,0.0
178.25,0.0,304.268,44.5113,0.0,0.0,0.2319999999999709,0.0
179.0,0.0,304.508,44.511,0.0,0.0,0.2400000000000091,0.0
179.0,0.0,304.741,44.509,0.0,0.0,0.2330000000000041,0.0
179.5,0.0,304.974,44.5131,0.0,0.0,0.2330000000000041,0.0
179.25,0.0,305.206,44.5139,0.0,0.0,0.23200000000002774,0.0
179.75,0.0,305.439,44.5119,0.0,0.0,0.2330000000000041,0.0
179.75,0.0,305.672,44.5124,0.0,0.0,0.2330000000000041,0.0
180.0,0.0,305.904,44.5162,0.0,0.0,0.2319999999999709,0.0
180.25,0.0,306.137,44.5093,0.0,0.0,0.2330000000000041,0.0
180.0,0.0,306.37,44.5105,0.0,0.0,0.2330000000000041,0.0
180.25,0.0,306.602,44.5112,0.0,0.0,0.2319999999999709,0.0
180.0,0.0,306.835,44.5123,0.0,0.0,0.2330000000000041,0.0
180.75,0.0,307.068,44.5129,0.0,0.0,0.2330000000000041,0.0
180.75,0.0,307.3,44.5106,0.0,0.0,0.23200000000002774,0.0
