Температура,Деформация,Время,Напряжение,Угол_град,d_Деформация,d_Время,Скорость_деф
28.25,0.0,12.145,44.5205,0.0,0.0,0.23299999999999876,0.0
28.25,0.0,12.377,44.5249,0.0,0.0,0.2320000000000011,0.0
28.0,0.0,12.61,44.5235,0.0,0.0,0.23299999999999876,0.0
28.25,0.0,12.843,44.5221,0.0,0.0,0.23300000000000054,0.0
28.5,0.0,13.075,44.5255,0.0,0.0,0.23199999999999932,0.0
27.75,0.0,13.308,44.5188,0.0,0.0,0.23300000000000054,0.0
28.25,0.0,13.541,44.5275,0.0,0.0,0.23300000000000054,0.0
28.0,0.0,13.773,44.5207,0.0,0.0,0.23199999999999932,0.0
28.0,0.0,14.006,44.5255,0.0,0.0,0.23300000000000054,0.0
28.25,0.0,14.239,44.5276,0.0,0.0,0.23300000000000054,0.0
28.25,0.0,14.471,44.524,0.0,0.0,0.23199999999999932,0.0
28.25,0.0,14.704,44.5286,0.0,0.0,0.23300000000000054,0.0
28.25,0.0,14.937,44.5274,0.0,0.0,0.23299999999999876,0.0
28.25,0.0,15.169,44.5277,0.0,0.0,0.2320000000000011,0.0
28.5,0.0,15.402,44.531,0.0,0.0,0.23299999999999876,0.0
28.0,0.0,15.635,44.5246,0.0,0.0,0.23300000000000054,0.0
28.25,0.0,15.867,44.5248,0.0,0.0,0.2320000000000011,0.0
28.25,0.0,16.1,44.5213,0.0,0.0,0.23300000000000054,0.0
28.25,0.0,16.333,44.5249,0.0,0.0,0.232999999999997,0.0
28.0,0.0,16.565,44.5212,0.0,0.0,0.23200000000000287,0.0
28.5,0.0,16.798,44.5242,0.0,0.0,0.232999999999997,0.0
28.0,0.0,17.031,44.5241,0.0,0.0,0.23300000000000054,0.0
27.5,0.0,17.263,44.5263,0.0,0.0,0.23200000000000287,0.0
28.25,0.0,17.496,44.5241,0.0,0.0,0.232999999999997,0.0
28.25,0.0,17.729,44.5261,0.0,0.0,0.23300000000000054,0.0
27.75,0.0,17.961,44.5224,0.0,0.0,0.23199999999999932,0.0
28.25,0.0,18.194,44.5243,0.0,0.0,0.23300000000000054,0.0
28.25,0.0,18.427,44.5235,0.0,0.0,0.23300000000000054,0.0
28.0,0.0,18.659,44.5212,0.0,0.0,0.23199999999999932,0.0
27.75,0.0,18.892,44.5228,0.0,0.0,0.23300000000000054,0.0
28.5,0.0,19.125,44.5242,0.0,0.0,0.23300000000000054,0.0
28.0,0.0,19.357,44.5243,0.0,0.0,0.23199999999999932,0.0
28.25,0.0,19.59,44.5198,0.0,0.0,0.23300000000000054,0.0
28.25,0.0,19.823,44.5217,0.0,0.0,0.23300000000000054,0.0
28.5,0.0,20.055,44.5152,0.0,0.0,0.23199999999999932,0.0
